market_id,created_at,actual_delivery_time,store_id,store_primary_category,order_protocol,total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_dashers,total_busy_dashers,total_outstanding_orders,estimated_order_place_duration,estimated_store_to_consumer_driving_duration
4,2/8/15 2:50,2/8/15 4:03,5054,italian,1,4,7104,3,751,2191,121,119,205,446,530
NA,2/9/15 3:27,2/9/15 4:22,5054,italian,1,2,2400,2,600,1800,94,92,149,446,287
3,2/12/15 3:12,2/12/15 3:44,2004,american,5,5,6200,5,500,1800,34,30,28,251,86
3,2/18/15 4:26,2/18/15 5:05,2004,american,5,2,2800,2,1000,1800,18,15,15,251,821
3,2/15/15 4:09,2/15/15 4:50,2004,american,5,4,5800,4,600,2400,33,33,42,251,179
3,2/17/15 21:34,2/17/15 22:04,2004,american,5,2,2641,2,625,1240,27,22,24,251,89
3,2/14/15 5:34,2/14/15 6:15,2004,american,5,2,2500,2,600,1900,17,13,12,251,898
3,2/6/15 3:03,2/6/15 3:43,2004,american,5,3,3300,3,600,1800,38,37,43,251,648
3,2/17/15 1:14,2/17/15 1:52,2004,american,5,4,5100,4,500,1900,16,16,26,251,1056
3,2/1/15 4:39,2/1/15 5:08,2004,american,5,4,3500,4,600,1200,20,29,33,251,887
3,1/23/15 0:38,1/23/15 0:59,2004,american,5,3,3500,3,500,1900,16,5,5,251,271
3,1/22/15 20:31,1/22/15 21:17,2004,american,5,2,3600,1,1800,1800,21,21,21,251,469
3,1/26/15 22:22,1/26/15 22:54,2004,american,5,7,9000,7,600,2400,15,12,11,251,679
3,2/10/15 3:05,2/10/15 3:38,2004,american,5,3,4709,3,1197,1596,34,29,30,251,551
3,1/23/15 21:06,1/23/15 21:41,2004,american,5,2,2800,2,1000,1800,21,23,24,251,828
3,1/25/15 2:16,1/25/15 2:58,2004,american,5,10,9800,6,600,1200,39,37,37,251,723
3,1/28/15 3:31,1/28/15 4:31,2004,american,5,2,2800,2,1000,1800,21,23,27,251,828
3,1/31/15 1:44,1/31/15 2:30,2004,american,5,2,2800,2,1300,1500,26,25,24,251,470
3,1/31/15 3:10,1/31/15 4:05,2004,american,5,6,5800,6,500,1500,30,31,46,251,729
3,1/24/15 1:47,1/24/15 2:20,2004,american,5,6,5500,6,500,1300,35,31,28,251,663
3,2/18/15 2:56,2/18/15 3:31,2004,american,5,3,3400,3,600,1900,34,34,36,251,678
3,2/5/15 2:17,2/5/15 2:52,2004,american,5,4,4900,4,600,2400,33,33,33,251,429
3,2/14/15 1:27,2/14/15 2:02,2004,american,5,3,6000,2,1200,2400,24,24,21,251,285
3,2/17/15 0:11,2/17/15 1:09,2004,american,5,1,1800,1,1800,1800,11,11,13,251,715
3,2/5/15 20:18,2/5/15 20:54,2004,american,5,2,3600,2,1200,2400,20,20,18,251,891
3,2/4/15 21:57,2/4/15 22:43,2004,american,5,1,1800,1,1800,1800,14,9,9,251,469
4,2/11/15 1:07,2/11/15 1:48,2004,salad,1,5,4600,5,600,1200,12,13,14,251,163
3,2/15/15 5:32,2/15/15 6:25,2004,american,5,2,1600,2,600,1000,13,13,16,251,382
3,2/6/15 22:41,2/6/15 23:30,2004,american,5,1,1500,1,1500,1500,12,14,15,251,446
3,1/29/15 3:03,1/29/15 3:38,2004,american,5,4,5200,2,800,1800,35,30,29,251,406
2,2/13/15 3:48,2/13/15 4:26,2004,pizza,2,4,2300,3,400,900,32,30,37,251,555
3,2/15/15 2:16,2/15/15 3:20,1984,chinese,4,4,3250,4,725,945,29,29,32,446,456
3,2/12/15 2:36,2/12/15 3:17,1984,chinese,1,5,2943,4,199,945,20,19,18,446,491
3,2/7/15 2:12,2/7/15 2:48,1984,chinese,1,6,3628,5,199,945,34,23,18,446,691
3,1/25/15 2:30,1/25/15 3:30,1984,chinese,1,4,2595,4,450,875,25,24,28,446,924
3,1/30/15 2:59,1/30/15 3:38,1984,chinese,1,3,2355,3,475,935,23,23,27,446,512
3,1/31/15 2:57,1/31/15 3:24,4905,mexican,1,3,1693,3,109,800,61,62,72,446,388
3,1/26/15 2:51,1/26/15 3:27,4905,mexican,1,3,1967,3,269,899,41,28,27,446,749
3,2/1/15 1:47,2/1/15 2:17,4905,mexican,1,3,2168,3,500,800,58,44,43,446,785
3,1/27/15 0:45,1/27/15 1:23,4905,mexican,1,3,1889,3,350,800,14,13,14,446,587
3,2/12/15 2:35,2/12/15 3:04,4905,mexican,1,2,1153,2,289,685,51,39,41,446,696
3,2/7/15 1:25,2/7/15 2:12,4905,mexican,1,2,1658,2,779,879,32,32,37,446,178
3,2/14/15 2:34,2/14/15 3:29,4905,mexican,1,5,3608,5,299,799,57,53,54,446,517
3,1/24/15 3:27,1/24/15 3:58,4905,mexican,1,1,978,1,799,799,60,52,49,446,771
3,2/5/15 20:05,2/5/15 21:39,4905,mexican,1,2,1706,2,749,789,23,23,23,446,603
3,2/7/15 23:45,2/8/15 0:37,4905,mexican,1,2,1150,2,350,800,17,13,13,446,755
3,1/24/15 3:10,1/24/15 4:00,4905,mexican,4,3,2600,3,685,800,60,59,56,446,529
3,2/7/15 2:17,2/7/15 3:00,4905,mexican,1,2,884,2,199,685,58,57,60,446,531
3,1/29/15 18:56,1/29/15 19:26,1698,sandwich,3,1,975,1,975,975,2,2,1,251,NA
3,2/16/15 22:09,2/16/15 23:11,1698,sandwich,3,1,1125,1,975,975,7,7,7,251,813
3,2/16/15 0:30,2/16/15 1:50,1698,sandwich,3,4,2600,4,150,1325,6,6,10,251,634
3,1/22/15 18:37,1/22/15 19:26,1698,sandwich,3,1,975,1,975,975,4,3,4,251,745
3,1/26/15 19:55,1/26/15 21:19,1698,sandwich,3,2,970,2,195,675,3,3,5,251,651
3,1/23/15 5:00,1/23/15 5:42,1698,sandwich,3,2,970,2,195,675,4,5,5,251,532
3,2/11/15 2:11,2/11/15 2:58,1698,sandwich,3,5,2475,3,150,975,7,8,5,251,380
2,2/18/15 2:37,2/18/15 3:17,1698,mexican,4,4,4800,2,675,1325,8,8,8,251,834
3,2/8/15 4:58,2/8/15 5:39,1698,sandwich,3,3,1320,3,150,975,7,8,9,251,338
3,1/31/15 23:45,2/1/15 0:43,1698,sandwich,3,4,1770,4,150,975,2,3,2,251,384
3,2/7/15 20:39,2/7/15 21:22,1698,sandwich,3,3,3345,3,506,1479,19,10,4,251,836
3,1/31/15 22:15,1/31/15 23:17,1698,sandwich,3,3,2100,3,150,1325,2,2,3,251,825
3,2/14/15 23:37,2/15/15 0:41,1698,sandwich,3,4,1825,3,150,675,4,2,3,251,826
3,2/3/15 22:01,2/3/15 22:39,1698,sandwich,3,1,975,1,975,975,4,2,3,251,745
3,2/8/15 22:50,2/8/15 23:16,1698,sandwich,3,2,1950,1,975,975,4,4,4,251,745
3,2/14/15 21:53,2/14/15 22:27,1698,sandwich,3,1,775,1,675,675,4,2,4,251,399
3,2/5/15 1:04,2/5/15 1:57,1698,sandwich,3,3,2675,3,350,1325,4,4,4,251,629
3,2/10/15 21:51,NA,1698,sandwich,3,1,1125,1,975,975,7,5,4,251,488
3,2/1/15 22:14,2/1/15 23:19,1698,sandwich,3,5,2100,4,150,675,6,6,7,251,875
3,2/12/15 3:34,2/12/15 4:10,1698,sandwich,3,2,1550,1,675,675,9,6,6,251,551
3,1/31/15 3:38,1/31/15 4:14,1698,sandwich,3,4,3150,2,350,975,7,10,10,251,331
3,1/27/15 19:17,1/27/15 20:03,1698,sandwich,3,2,1350,1,675,675,3,3,2,251,656
3,2/3/15 22:06,2/3/15 22:36,1698,sandwich,3,5,3675,4,175,1325,3,3,3,251,432
3,1/24/15 21:08,1/24/15 21:53,1698,sandwich,3,1,775,1,675,675,4,3,1,251,434
3,2/15/15 20:51,2/15/15 21:47,1698,sandwich,3,3,1850,3,350,975,6,6,7,251,778
3,1/26/15 20:18,1/26/15 21:54,1698,sandwich,3,3,2925,2,675,1125,4,4,6,251,427
3,2/17/15 19:12,2/17/15 20:05,1698,sandwich,3,2,1425,2,350,975,7,6,4,251,502
3,1/29/15 18:57,1/29/15 19:39,1698,sandwich,3,3,1575,3,150,975,2,2,1,251,629
3,2/5/15 3:08,2/5/15 4:15,1698,sandwich,3,5,5925,2,675,1325,8,8,11,251,807
3,2/6/15 4:02,2/6/15 4:48,1698,sandwich,3,1,875,1,675,675,5,5,6,251,692
3,1/22/15 19:54,1/22/15 20:44,1698,sandwich,3,9,3850,5,150,675,6,4,5,251,700
4,2/18/15 2:26,2/18/15 3:27,1936,singaporean,3,6,9350,6,950,2800,108,100,154,251,776
4,2/3/15 2:47,2/3/15 4:10,1936,singaporean,3,1,1400,1,1400,1400,72,72,144,251,718
4,2/11/15 4:59,2/11/15 5:33,1936,singaporean,3,1,1400,1,1400,1400,39,30,34,251,734
4,1/30/15 4:12,1/30/15 4:47,1936,singaporean,3,2,3100,2,300,2800,89,81,100,251,876
4,1/24/15 1:46,1/24/15 2:45,1936,singaporean,3,6,7110,5,422,1887,112,106,173,251,750
4,1/26/15 20:56,1/26/15 22:00,1936,singaporean,3,1,1000,1,1000,1000,55,84,80,251,700
4,2/14/15 3:16,2/14/15 4:28,1936,singaporean,3,4,4150,4,200,1600,126,122,202,251,984
4,1/27/15 1:48,1/27/15 2:26,1936,singaporean,3,2,3800,1,1900,1900,80,109,124,251,131
4,1/22/15 4:20,1/22/15 4:43,1936,singaporean,3,2,2200,2,300,1900,69,54,56,251,641
4,2/6/15 3:34,2/6/15 3:57,1936,singaporean,3,2,2300,2,200,2100,125,89,130,251,124
4,2/8/15 2:07,2/8/15 2:54,1936,singaporean,3,4,4250,4,300,1600,113,106,181,251,477
4,2/12/15 2:26,2/12/15 3:17,1936,singaporean,3,6,9250,5,300,2800,105,103,188,251,106
4,2/15/15 3:26,2/15/15 4:30,1936,singaporean,3,2,2350,2,950,1400,98,91,181,251,679
4,2/15/15 1:47,2/15/15 2:54,1936,singaporean,3,8,11200,6,950,2100,86,83,148,251,579
4,2/1/15 2:47,2/1/15 3:30,1936,singaporean,3,2,2350,2,950,1400,90,81,150,251,259
4,2/1/15 2:15,2/1/15 2:56,1936,singaporean,3,5,5050,4,300,1400,87,75,127,251,408
4,1/30/15 3:44,1/30/15 4:16,1936,singaporean,3,2,3300,2,1500,1800,117,107,160,251,267
4,1/25/15 4:30,1/25/15 5:17,1936,singaporean,3,5,8200,5,300,2100,74,102,107,251,989
4,2/4/15 4:44,2/4/15 5:14,1936,singaporean,3,3,2750,3,300,1500,35,38,43,251,461
4,1/23/15 20:17,1/23/15 20:50,1936,singaporean,3,2,2133,2,294,1542,84,96,123,251,465
4,2/15/15 2:29,2/15/15 3:19,1936,singaporean,3,3,2550,3,200,1400,91,80,159,251,657
4,2/10/15 21:41,2/10/15 22:10,1936,singaporean,3,1,1000,1,1000,1000,34,23,26,251,734
4,1/30/15 21:50,1/30/15 22:36,1936,singaporean,3,2,2000,2,1000,1000,38,32,42,251,996
4,2/5/15 2:36,2/5/15 3:31,1936,singaporean,3,3,3850,3,950,1500,96,94,186,251,229
4,1/30/15 19:47,1/30/15 20:52,1936,singaporean,3,5,5350,5,300,1400,69,64,143,251,635
4,1/24/15 2:27,1/24/15 3:24,1936,singaporean,3,5,8450,5,950,2800,123,117,190,251,106
4,1/25/15 3:02,1/25/15 4:04,1936,singaporean,3,3,4450,3,950,2100,101,125,171,251,797
4,2/13/15 3:25,2/13/15 4:03,1936,singaporean,3,4,4350,4,300,1900,119,110,181,251,430
5,2/4/15 21:33,2/4/15 22:53,6015,burger,4,2,975,2,280,695,5,6,9,251,546
5,2/9/15 0:24,2/9/15 0:53,6015,burger,4,6,2114,3,200,440,12,12,12,251,547
5,1/28/15 22:31,1/28/15 23:18,6015,burger,4,5,1590,4,200,440,3,4,4,251,641
5,2/4/15 23:15,2/5/15 0:06,6015,burger,4,1,990,1,940,940,5,4,5,251,812
5,1/31/15 6:12,1/31/15 6:54,6015,burger,4,4,1309,4,190,659,6,7,6,251,338
5,2/14/15 4:41,2/14/15 5:29,6015,burger,4,2,1120,1,410,410,21,10,21,251,690
5,2/13/15 1:27,2/13/15 2:36,6015,burger,4,3,3137,2,825,1036,29,31,46,251,301
5,2/14/15 23:01,2/14/15 23:57,6015,burger,4,4,1364,4,180,440,11,10,12,251,523
5,2/10/15 19:39,2/10/15 20:29,6015,burger,4,1,990,1,940,940,15,9,12,251,811
6,2/6/15 1:11,2/6/15 1:42,976,breakfast,2,2,575,2,225,350,NA,NA,NA,251,671
6,2/14/15 2:07,2/14/15 3:17,976,breakfast,2,5,1415,3,185,675,NA,NA,NA,251,893
6,1/31/15 21:58,1/31/15 22:55,976,breakfast,2,1,650,1,650,650,NA,NA,NA,251,479
6,2/8/15 3:28,2/8/15 5:32,976,breakfast,2,5,1550,5,225,700,NA,NA,NA,251,1104
6,1/23/15 19:29,1/23/15 20:25,976,breakfast,2,6,1110,5,185,185,NA,NA,NA,251,584
6,2/3/15 22:27,2/3/15 23:09,976,breakfast,2,8,2115,8,150,650,NA,NA,NA,251,840
6,1/31/15 1:35,1/31/15 2:16,976,breakfast,2,2,1741,2,889,772,NA,NA,NA,251,597
6,1/24/15 23:17,1/25/15 0:24,976,breakfast,2,7,2250,2,225,900,NA,NA,NA,251,361
6,2/3/15 21:15,2/3/15 22:38,976,breakfast,2,1,3900,1,3900,3900,NA,NA,NA,251,893
4,1/30/15 5:28,1/30/15 5:56,5081,mediterranean,3,5,3355,4,153,1468,41,30,41,251,395
4,2/7/15 2:34,2/7/15 3:20,5081,mediterranean,3,4,2945,3,425,1245,129,128,261,251,380
4,2/2/15 19:01,2/2/15 19:27,5081,mediterranean,3,3,4335,1,1445,1445,26,27,33,251,458
4,1/21/15 19:23,1/21/15 20:15,5081,mediterranean,3,3,2270,3,425,1245,66,64,132,251,367
4,2/5/15 5:14,2/5/15 6:17,5081,mediterranean,3,4,5135,4,600,1745,34,35,67,251,778
4,2/16/15 5:36,2/16/15 5:57,5081,mediterranean,3,2,1745,2,500,1245,35,24,20,251,514
4,2/3/15 0:34,2/3/15 1:08,5081,mediterranean,3,1,1745,1,1745,1745,29,27,39,251,815
4,2/10/15 2:05,2/10/15 2:49,5081,mediterranean,3,5,4120,5,500,1245,81,70,120,251,360
4,2/15/15 6:11,2/15/15 6:54,5081,mediterranean,3,3,2975,3,775,1175,19,16,11,251,731
4,1/29/15 20:03,1/29/15 20:38,5081,mediterranean,3,3,3290,2,600,1345,74,74,158,251,203
4,1/24/15 19:48,1/24/15 20:31,5081,mediterranean,NA,2,2070,2,325,1745,36,60,59,251,681
4,2/10/15 19:56,2/10/15 20:55,5081,mediterranean,3,9,8830,6,600,1345,75,73,154,251,633
4,1/29/15 5:48,1/29/15 6:23,5081,mediterranean,3,3,2970,3,600,1745,12,17,15,251,587
NA,2/1/15 5:32,2/1/15 6:01,5081,mediterranean,3,2,1845,2,600,1245,33,23,30,251,581
4,2/5/15 5:52,2/5/15 7:30,5081,mediterranean,3,2,2590,2,1245,1345,18,21,38,251,776
4,2/14/15 22:31,2/14/15 23:23,5081,mediterranean,3,2,2690,1,1345,1345,34,31,42,251,545
4,2/3/15 21:15,2/3/15 21:36,5081,mediterranean,3,3,1970,3,100,1245,43,39,47,251,396
4,2/10/15 18:57,2/10/15 19:21,5081,mediterranean,3,1,1000,1,1000,1000,43,40,68,251,693
4,2/12/15 5:58,2/12/15 6:28,5081,mediterranean,3,2,1700,2,850,850,16,11,10,251,793
4,1/26/15 1:40,1/26/15 2:17,5081,mediterranean,3,6,3700,5,300,850,70,97,92,251,441
4,1/28/15 5:17,1/28/15 5:52,5081,mediterranean,3,2,2095,2,850,1245,25,22,27,251,776
4,1/25/15 21:51,1/25/15 22:54,5081,mediterranean,3,4,3515,4,325,1345,65,77,37,251,564
4,2/9/15 1:30,2/9/15 2:07,5081,mediterranean,3,3,3090,2,600,1245,77,61,99,251,244
4,2/8/15 3:40,2/8/15 4:09,5081,mediterranean,3,1,1245,1,1245,1245,114,110,175,251,191
4,2/3/15 19:14,2/3/15 20:45,5081,mediterranean,3,13,9980,10,100,1345,62,58,102,251,894
4,2/14/15 2:19,2/14/15 3:15,5081,mediterranean,3,2,2170,2,925,1245,116,116,184,251,268
4,1/25/15 2:54,1/25/15 3:54,5081,mediterranean,3,2,2790,2,1345,1445,102,123,160,251,496
4,1/22/15 22:15,1/22/15 22:46,5081,mediterranean,3,2,1545,2,200,1345,24,19,21,251,542
4,1/23/15 5:48,1/23/15 6:12,5081,mediterranean,3,2,2045,2,600,1445,18,11,16,251,627
4,2/13/15 5:04,2/13/15 5:27,5081,mediterranean,3,1,1245,1,1245,1245,55,42,43,251,531
4,2/8/15 19:29,2/8/15 19:45,5081,mediterranean,3,1,1245,1,1245,1245,30,26,39,251,329
4,2/18/15 3:28,2/18/15 4:07,5081,mediterranean,3,6,2490,2,100,1045,102,95,121,251,385
4,2/4/15 5:42,2/4/15 6:14,5081,mediterranean,3,1,925,1,925,925,14,16,17,251,684
1,2/9/15 4:19,2/9/15 4:52,5081,thai,1,1,1245,1,1245,1245,74,68,96,251,645
4,2/4/15 20:26,2/4/15 20:56,5081,mediterranean,3,1,1245,1,1245,1245,76,72,111,251,465
4,1/22/15 5:07,1/22/15 5:30,5081,mediterranean,3,3,3170,3,925,1245,35,21,22,251,508
4,2/11/15 19:48,2/11/15 20:39,5081,mediterranean,3,3,3445,3,925,1345,76,77,184,251,785
4,1/24/15 6:41,1/24/15 7:27,5081,mediterranean,3,4,1700,4,100,775,4,6,8,251,581
4,2/4/15 1:01,2/4/15 1:47,5081,mediterranean,3,1,950,1,950,950,67,53,56,251,578
4,2/6/15 19:16,2/6/15 20:17,5081,mediterranean,3,4,4860,3,925,1345,64,64,120,251,415
4,2/17/15 5:35,2/17/15 6:18,5081,mediterranean,3,1,1245,1,1245,1245,20,16,15,251,620
4,2/1/15 2:21,2/1/15 3:16,5081,mediterranean,3,7,6050,7,600,1175,88,74,131,251,830
4,2/3/15 22:40,2/3/15 23:15,5081,mediterranean,3,1,1345,1,1345,1345,22,19,18,251,445
4,2/8/15 6:31,2/8/15 7:12,5081,mediterranean,3,3,3490,2,600,1445,12,10,13,251,542
4,2/12/15 3:25,2/12/15 4:19,5081,mediterranean,3,6,4415,6,575,1000,101,91,141,251,795
4,2/16/15 4:15,2/16/15 4:55,5081,mediterranean,3,1,1345,1,1345,1345,86,73,89,251,440
4,1/26/15 4:15,1/26/15 4:30,5081,mediterranean,3,2,1670,2,425,1245,41,68,48,251,190
4,1/25/15 4:13,1/25/15 5:09,5081,mediterranean,3,1,1745,1,1745,1745,73,108,111,251,327
4,1/23/15 6:21,1/23/15 7:09,5081,mediterranean,3,3,1345,3,100,1045,12,6,7,251,443
4,2/3/15 20:52,2/3/15 21:18,5081,mediterranean,3,1,1000,1,1000,1000,63,55,65,251,691
4,1/25/15 20:30,1/25/15 20:56,5081,mediterranean,3,3,1575,3,100,1175,67,78,43,251,416
4,1/25/15 6:18,1/25/15 6:40,5081,mediterranean,3,3,2000,2,300,850,17,42,14,251,407
4,2/16/15 2:08,2/16/15 3:34,5081,mediterranean,3,6,3815,5,100,1345,113,109,194,251,387
4,2/15/15 20:58,2/15/15 21:48,5081,mediterranean,3,5,6725,4,1245,1445,46,40,60,251,628
4,2/16/15 4:35,2/16/15 5:00,5081,mediterranean,3,2,2370,2,625,1745,74,67,73,251,204
4,1/24/15 22:13,1/24/15 22:43,5081,mediterranean,3,1,1245,1,1245,1245,39,69,45,251,508
4,2/14/15 2:42,2/14/15 3:55,5081,mediterranean,3,2,3090,2,1345,1745,126,123,203,251,895
4,1/30/15 19:05,1/30/15 19:51,5081,mediterranean,3,3,1975,3,200,925,58,44,123,251,571
4,2/16/15 5:58,2/16/15 6:19,5081,mediterranean,3,2,1450,2,600,850,21,10,9,251,802
4,2/11/15 22:16,2/11/15 23:07,5081,mediterranean,3,2,1525,2,600,925,28,25,29,251,558
4,2/4/15 2:09,2/4/15 2:39,5081,mediterranean,3,3,3215,3,625,1345,102,99,134,251,338
4,1/24/15 0:22,1/24/15 1:08,5081,mediterranean,3,4,4435,3,600,1345,36,35,34,251,767
4,2/3/15 5:46,2/3/15 6:17,5081,mediterranean,3,5,3025,3,200,925,12,16,15,251,462
4,2/14/15 5:40,2/14/15 6:09,5081,mediterranean,3,2,2095,2,850,1245,47,42,46,251,507
4,2/8/15 1:44,2/8/15 2:30,5081,mediterranean,3,4,2870,4,100,1745,110,77,126,251,440
4,1/28/15 5:38,1/28/15 6:16,5081,mediterranean,3,3,3120,3,925,1245,14,15,16,251,508
4,2/11/15 19:48,2/11/15 20:39,5081,mediterranean,3,3,3445,3,925,1345,76,78,183,251,785
4,2/4/15 0:58,2/4/15 1:36,5081,mediterranean,3,2,1845,2,600,1245,58,45,47,251,464
4,1/29/15 19:30,1/29/15 20:47,5081,mediterranean,3,5,5960,5,850,1345,67,63,158,251,785
4,2/2/15 21:21,2/2/15 22:18,5081,mediterranean,3,3,1475,3,200,850,34,38,64,251,571
4,2/15/15 2:39,2/15/15 3:41,5081,mediterranean,3,2,2490,1,1245,1245,97,91,167,251,478
4,2/2/15 0:54,2/2/15 1:34,5081,mediterranean,3,1,1445,1,1445,1445,42,42,65,251,627
4,2/8/15 22:58,2/8/15 23:36,5081,mediterranean,3,3,2945,3,600,1745,39,31,36,251,730
4,1/29/15 23:39,1/30/15 0:31,5081,mediterranean,3,16,11560,5,425,1345,29,28,32,251,554
4,2/12/15 22:16,2/12/15 22:41,5081,mediterranean,3,1,1745,1,1745,1745,32,28,31,251,545
4,2/3/15 3:03,2/3/15 4:00,5081,mediterranean,3,3,3190,3,600,1345,76,75,153,251,202
4,2/18/15 2:21,2/18/15 3:08,5081,mediterranean,3,6,4885,3,300,1245,108,106,159,251,391
4,2/1/15 19:24,2/1/15 20:21,5081,mediterranean,3,8,8125,5,500,1345,23,20,30,251,985
4,2/2/15 5:44,2/2/15 6:22,5081,mediterranean,3,1,1345,1,1345,1345,16,24,27,251,445
4,2/6/15 6:56,2/6/15 7:17,5081,mediterranean,3,5,3145,3,425,1045,8,1,1,251,470
4,1/25/15 21:27,1/25/15 22:10,5081,pizza,5,1,950,1,950,950,65,71,29,251,571
4,1/22/15 1:25,1/22/15 2:09,5081,mediterranean,3,1,950,1,950,950,79,77,119,251,591
4,2/5/15 5:17,2/5/15 6:00,5081,mediterranean,3,3,1470,2,216,992,29,37,75,251,443
4,1/27/15 1:33,1/27/15 2:23,5081,mediterranean,3,2,2490,1,1245,1245,74,103,95,251,597
4,2/7/15 22:54,2/7/15 23:28,5081,mediterranean,3,6,4495,6,425,1745,38,29,32,251,400
2,1/24/15 22:29,1/24/15 22:59,5081,japanese,5,2,2095,2,850,1245,39,59,36,251,796
4,1/23/15 20:29,1/23/15 20:54,5081,mediterranean,3,1,850,1,850,850,76,77,111,251,154
4,2/11/15 21:21,2/11/15 21:55,5081,mediterranean,3,4,3935,3,100,1345,49,50,64,251,786
